property_id,property_type,bhk,bathrooms,balcony,floor_number,total_floors,area_sqft,property_age,furnished_status,parking_availability,city,area,locality,pincode,hospital_distance_km,school_distance_km,metro_distance_km,mall_distance_km,airport_distance_km,population_density,crime_index,infrastructure_growth_score,price
3056,Apartment,4,3,2.0,1,15,1301,6,Unfurnished,No,Noida,West,Sector 62,264825,8.6,0.8,2.1,5.5,31.6,5462,17.7,62.4,11877000.0
3057,Plot,3,4,2.0,27,35,1072,1,Unfurnished,Yes,Pune,East,Baner,681901,11.2,4.7,1.2,10.5,19.6,6343,18.8,41.7,9667000.0
3058,Villa,4,4,2.0,0,7,1454,2,Unfurnished,Yes,Mumbai,South,Navi Mumbai,614172,0.6,1.3,0.7,2.0,15.4,22741,55.6,66.6,55608000.0
3059,Apartment,2,2,1.0,11,29,1024,0,Semi Furnished,No,Mumbai,Central,Bandra,239389,1.5,1.6,1.6,4.9,13.0,20145,42.1,82.4,31949000.0
3060,Apartment,2,2,3.0,11,23,952,4,Unfurnished,Yes,Noida,East,Sector 137,944828,0.2,0.4,8.9,0.6,41.6,7363,0.0,47.4,8177000.0
3061,Apartment,3,2,1.0,21,23,1178,1,Unfurnished,Yes,Delhi,East,Rohini,654542,6.6,2.5,10.3,7.8,2.2,11334,36.8,,18307000.0
3062,Apartment,2,3,1.0,2,26,791,0,Fully Furnished,Yes,Mumbai,East,Navi Mumbai,724528,3.5,2.1,0.8,7.0,16.1,21855,20.6,33.2,23405000.0
3063,Apartment,2,3,2.0,2,15,729,18,Fully Furnished,Yes,Chennai,Central,Anna Nagar,229304,0.1,1.3,7.2,2.4,7.5,5128,19.9,56.9,5749000.0
3064,Villa,2,2,3.0,26,26,865,2,Unfurnished,Yes,Pune,Central,Viman Nagar,771225,0.9,0.5,0.3,4.4,30.0,3931,56.8,56.3,19164000.0
3065,Apartment,4,4,1.0,28,31,1412,24,Semi Furnished,Yes,Pune,Central,Wakad,403913,0.1,4.6,15.5,2.4,13.9,4543,30.4,62.9,12307000.0
3066,Apartment,1,1,1.0,19,21,645,12,Semi Furnished,Yes,Delhi,Central,Pitampura,396354,24.4,0.4,3.3,2.6,12.9,12823,50.0,68.5,10039000.0
3067,Apartment,2,2,1.0,11,18,1076,11,Fully Furnished,Yes,Mumbai,Central,Andheri,646617,8.7,6.1,7.5,1.2,35.0,22011,20.6,51.2,24875000.0
3068,Apartment,2,2,1.0,0,4,776,11,Unfurnished,Yes,Noida,South,Greater Noida,902698,3.0,0.5,7.3,1.7,28.3,6778,49.4,57.2,4841000.0
3069,Plot,3,3,2.0,1,1,1125,0,Semi Furnished,Yes,Delhi,North,Rohini,347259,8.1,6.1,8.9,3.5,20.5,11292,30.7,64.3,13097000.0
3070,Apartment,3,3,2.0,9,13,1283,10,Semi Furnished,Yes,Pune,Central,Hadapsar,277924,2.7,4.4,5.4,2.0,39.3,6218,29.9,60.7,11000000.0
3071,Villa,2,2,3.0,2,2,952,12,Unfurnished,Yes,Kolkata,South,Salt Lake,767735,0.7,1.8,2.2,3.8,17.4,23269,53.1,70.4,10734000.0
3072,Apartment,3,3,2.0,16,39,1062,1,Semi Furnished,No,Pune,West,Viman Nagar,116439,6.9,2.8,2.3,13.5,22.0,3843,55.2,68.9,12290000.0
3073,Apartment,3,3,1.0,1,1,972,18,Unfurnished,Yes,Bangalore,West,Electronic City,721543,0.3,0.7,3.1,2.9,25.5,3777,25.0,98.1,11580000.0
3074,Independent House,3,4,1.0,30,39,1118,2,Fully Furnished,Yes,Delhi,South,Pitampura,223070,0.2,4.2,8.2,0.8,6.2,10920,46.2,66.2,30919000.0
3075,Apartment,2,2,2.0,3,27,819,20,Semi Furnished,Yes,Chennai,South,Adyar,840544,0.3,2.3,0.1,0.4,2.6,5732,10.8,54.2,7670000.0
3076,Independent House,3,3,2.0,5,5,1114,0,Semi Furnished,Yes,Jaipur,West,Jagatpura,886841,4.8,0.6,5.2,3.2,13.5,6363,49.2,49.3,9519000.0
3077,Apartment,4,4,0.0,7,11,1582,29,Semi Furnished,Yes,Noida,West,Greater Noida,904910,5.0,1.2,10.7,0.3,30.0,4644,29.5,47.5,10877000.0
3078,Villa,1,1,1.0,5,40,568,29,Semi Furnished,Yes,Mumbai,Central,Borivali,597499,8.1,2.8,0.6,10.9,26.1,21270,56.0,72.7,19346000.0
3079,Independent House,2,2,1.0,1,1,848,2,Fully Furnished,Yes,Mumbai,North,Andheri,586164,6.8,5.8,3.9,8.1,55.3,21131,40.6,57.6,25644000.0
3080,Villa,2,2,2.0,0,1,973,8,Fully Furnished,No,Noida,North,Sector 50,823874,0.2,0.2,2.1,1.8,26.2,5997,60.8,68.6,14100000.0
3081,Villa,3,4,1.0,34,36,1173,23,Semi Furnished,Yes,Kolkata,East,Rajarhat,602441,2.9,0.4,7.6,2.1,17.8,24603,31.3,64.7,14853000.0
3082,Independent House,3,2,2.0,20,20,1269,3,Semi Furnished,Yes,Jaipur,West,Vaishali Nagar,715652,3.1,0.2,2.6,4.8,13.1,6647,47.8,42.9,11919000.0
3083,Penthouse,2,3,1.0,2,3,965,12,Semi Furnished,No,Delhi,North,Vasant Kunj,882509,3.1,2.2,1.2,0.1,35.7,12604,21.5,62.7,30217000.0
3084,Apartment,2,2,1.0,11,33,844,1,Fully Furnished,No,Chennai,North,OMR,637018,6.4,0.8,0.1,2.3,21.7,7985,29.6,,11794000.0
3085,Villa,4,3,2.0,11,17,1441,11,Fully Furnished,Yes,Kolkata,Central,Salt Lake,420288,0.9,0.3,0.4,7.6,16.6,22904,62.4,52.2,19402000.0
3086,Apartment,3,3,1.0,1,18,1159,0,Semi Furnished,Yes,Kolkata,Central,Behala,427514,0.6,2.7,1.0,1.5,28.4,23244,41.7,57.2,9713000.0
3087,Apartment,4,4,1.0,19,35,1259,2,Fully Furnished,No,Bangalore,South,HSR Layout,962284,0.6,5.0,0.9,3.7,11.0,6174,48.1,72.0,23522000.0
3088,Apartment,4,5,2.0,2,2,1572,5,Semi Furnished,Yes,Mumbai,Central,Borivali,695176,1.0,0.4,4.4,2.8,20.3,21529,48.1,66.2,35034000.0
3089,Independent House,3,3,0.0,10,36,1065,1,Fully Furnished,No,Chennai,West,OMR,777972,8.2,0.3,5.7,0.4,49.2,8987,33.3,53.3,16048000.0
3090,Apartment,2,2,1.0,18,31,891,0,Unfurnished,Yes,Delhi,Central,Lajpat Nagar,336401,,0.4,9.7,7.9,40.0,10819,63.2,,14471000.0
3091,Independent House,3,3,,2,8,1112,13,Semi Furnished,No,Hyderabad,South,Banjara Hills,303969,0.9,0.8,10.4,5.2,39.0,2934,75.2,73.3,11485000.0
3092,Apartment,2,2,0.0,7,16,909,4,Unfurnished,Yes,Noida,Central,Sector 50,435302,11.5,1.7,7.4,1.4,26.5,3599,15.6,53.0,7709000.0
3093,Apartment,3,2,0.0,1,24,1165,6,Fully Furnished,Yes,Bangalore,West,Koramangala,188824,3.8,0.7,38.1,11.8,33.5,3582,34.0,58.4,13775000.0
3094,Plot,3,3,1.0,9,10,1196,29,Semi Furnished,Yes,Ahmedabad,Central,Prahlad Nagar,460243,3.3,0.5,3.1,1.8,34.6,7825,10.2,60.4,4837000.0
3095,Apartment,4,4,1.0,4,11,1361,11,Unfurnished,No,Delhi,Central,Vasant Kunj,316097,2.0,0.1,3.1,3.1,34.8,12650,36.0,61.9,17961000.0
3096,Apartment,1,1,2.0,16,21,736,0,Semi Furnished,Yes,Pune,East,Wakad,979723,2.1,0.4,4.5,2.3,39.7,7582,30.9,51.0,8451000.0
3097,Apartment,2,2,2.0,20,24,845,35,Unfurnished,Yes,Noida,Central,Sector 18,813955,7.9,0.2,0.8,3.4,24.8,5610,69.3,56.2,6922000.0
3098,Independent House,3,3,2.0,2,15,1107,34,Fully Furnished,Yes,Mumbai,East,Worli,504397,4.5,0.5,0.5,1.9,19.6,22341,29.3,62.5,29452000.0
3099,Apartment,4,4,2.0,36,39,1262,13,Semi Furnished,Yes,Mumbai,West,Juhu,954147,2.1,0.2,6.4,5.3,34.3,22832,41.3,60.7,31270000.0
3100,Apartment,4,5,0.0,4,7,1418,14,Unfurnished,Yes,Bangalore,South,Whitefield,449544,7.4,0.4,1.5,4.3,16.6,3937,60.8,14.0,12145000.0
3101,Villa,3,3,1.0,7,14,1271,14,Fully Furnished,Yes,Mumbai,South,Powai,505277,1.9,0.3,5.7,6.6,29.9,21119,62.0,57.1,42008000.0
3102,Apartment,1,1,2.0,14,31,630,6,Semi Furnished,Yes,Kolkata,North,Salt Lake,734604,3.7,1.6,2.4,3.5,27.1,22003,51.1,40.2,5320000.0
3103,Independent House,2,3,1.0,18,25,1041,1,Unfurnished,Yes,Jaipur,East,Mansarovar,122871,0.8,1.6,1.6,6.1,24.7,5799,53.4,65.6,11111000.0
3104,Apartment,4,5,2.0,0,5,1312,5,Semi Furnished,Yes,Bangalore,North,Indiranagar,948854,10.1,1.3,3.1,3.7,24.5,2558,71.7,45.3,14797000.0
3105,Apartment,3,3,2.0,6,12,1041,10,Fully Furnished,Yes,Delhi,East,Lajpat Nagar,753370,0.9,4.2,0.8,0.6,18.0,10585,50.4,45.8,17058000.0
3106,Villa,3,3,1.0,2,20,1261,39,Fully Furnished,Yes,Bangalore,West,Whitefield,393857,15.1,3.5,2.4,13.0,37.7,5536,28.8,36.5,21261000.0
3107,Independent House,2,2,2.0,9,19,886,10,Unfurnished,Yes,Kolkata,Central,New Town,426923,3.3,5.1,4.6,0.2,36.5,25809,64.8,33.3,7018000.0
3108,Independent House,1,1,1.0,11,16,572,12,Semi Furnished,Yes,Mumbai,East,Juhu,187703,0.1,1.4,12.4,1.4,28.7,21993,81.9,55.7,14838000.0
3109,Independent House,3,3,2.0,0,1,1171,5,Semi Furnished,Yes,Chennai,East,OMR,837428,2.3,3.6,3.0,6.3,23.7,7189,32.7,35.1,15023000.0
3110,Apartment,4,4,0.0,5,10,1426,0,Fully Furnished,Yes,Pune,East,Baner,430275,1.3,2.3,1.5,3.8,47.9,4446,30.7,41.6,17868000.0
3111,Apartment,5,5,0.0,3,8,1725,22,Fully Furnished,No,Pune,North,Viman Nagar,530776,1.4,2.0,11.4,7.9,48.0,5170,49.3,55.6,11314000.0
3112,Apartment,4,4,3.0,0,2,1373,10,Semi Furnished,No,Delhi,South,Vasant Kunj,118308,1.2,2.5,1.6,1.5,25.3,9162,50.1,75.1,22921000.0
3113,Plot,3,3,2.0,8,16,1041,2,Fully Furnished,No,Kolkata,South,Behala,435594,0.8,1.6,6.7,1.4,4.0,22115,32.7,52.7,6357000.0
3114,Plot,3,3,1.0,1,4,1128,1,Fully Furnished,No,Mumbai,South,Juhu,714320,1.6,3.1,2.5,0.4,40.6,20698,50.9,54.9,21660000.0
3115,Penthouse,4,4,2.0,4,4,1398,0,Fully Furnished,No,Delhi,West,Lajpat Nagar,677636,2.2,1.6,7.0,0.7,39.5,12578,54.0,46.6,43577000.0
3116,Apartment,1,1,1.0,17,38,740,0,Unfurnished,Yes,Jaipur,East,Malviya Nagar,911190,0.7,0.3,13.3,3.4,22.6,5560,33.2,46.8,4947000.0
3117,Apartment,5,5,1.0,25,25,1529,3,Semi Furnished,No,Kolkata,South,New Town,456973,6.5,0.7,8.6,2.0,29.2,24653,38.4,69.0,15406000.0
3118,Villa,3,3,2.0,18,21,1119,0,Semi Furnished,Yes,Mumbai,East,Bandra,757518,3.0,5.5,0.5,4.6,20.1,20465,56.4,75.1,64135000.0
3119,Independent House,5,5,1.0,4,10,1673,6,Semi Furnished,No,Delhi,Central,Saket,195992,4.0,2.2,0.1,1.4,21.3,11130,23.6,51.2,36376000.0
3120,Villa,4,4,1.0,8,11,1523,16,Semi Furnished,Yes,Delhi,South,Rohini,206580,,0.1,0.1,15.7,46.5,11361,40.6,49.0,34283000.0
3121,Independent House,2,2,3.0,13,14,846,3,Unfurnished,Yes,Delhi,South,Saket,102692,1.1,1.8,1.8,10.9,24.0,11716,19.1,47.0,19998000.0
3122,Apartment,2,2,1.0,1,4,834,1,Unfurnished,No,Delhi,South,Lajpat Nagar,243540,2.2,1.3,1.2,2.7,27.8,10918,18.0,54.8,13573000.0
3123,Apartment,2,1,,8,28,953,2,Semi Furnished,Yes,Mumbai,East,Bandra,830767,4.3,0.4,6.9,9.2,24.0,19402,80.2,68.1,22489000.0
3124,Apartment,2,2,0.0,3,12,717,8,Unfurnished,Yes,Hyderabad,Central,Banjara Hills,494259,1.1,5.0,1.5,0.8,16.0,3743,34.0,51.1,7188000.0
3125,Apartment,3,2,1.0,0,38,1104,0,Semi Furnished,Yes,Kolkata,West,Salt Lake,632602,0.3,0.9,2.8,5.6,17.9,22181,50.8,42.4,8191000.0
3126,Apartment,3,3,1.0,4,14,1197,0,Fully Furnished,Yes,Pune,West,Hadapsar,372533,0.1,2.0,0.1,8.9,12.7,4153,45.7,40.3,14508000.0
3127,Apartment,3,3,2.0,5,33,1178,0,Semi Furnished,Yes,Pune,East,Baner,284504,1.8,0.4,0.8,1.4,24.7,5636,32.4,77.4,14714000.0
3128,Apartment,1,1,2.0,2,9,666,2,Semi Furnished,Yes,Mumbai,North,Thane,922290,1.4,5.5,,5.8,26.1,22478,22.3,80.5,21483000.0
3129,Villa,5,4,,15,40,1518,0,Fully Furnished,Yes,Noida,South,Sector 137,709794,2.5,2.6,7.7,4.6,19.0,5520,63.5,37.4,22240000.0
3130,Plot,3,3,2.0,10,15,1047,7,Fully Furnished,Yes,Ahmedabad,South,Maninagar,915145,3.3,1.9,5.3,1.0,13.0,6044,44.6,,5236000.0
3131,Independent House,4,3,1.0,33,38,1507,8,Fully Furnished,Yes,Ahmedabad,Central,Prahlad Nagar,629804,4.9,1.0,1.8,9.4,46.1,5437,0.0,60.3,21260000.0
3132,Apartment,1,1,1.0,24,33,642,7,Fully Furnished,Yes,Ahmedabad,East,Maninagar,858373,0.4,1.0,0.6,15.9,26.1,5927,71.1,43.3,5547000.0
3133,Apartment,4,4,3.0,3,9,1382,0,Fully Furnished,Yes,Noida,South,Sector 62,207396,1.9,0.3,1.6,4.3,25.8,7499,28.3,34.9,14916000.0
3134,Apartment,2,2,1.0,23,37,836,3,Semi Furnished,Yes,Chennai,South,Nungambakkam,964039,2.6,2.5,1.2,8.0,36.1,8551,60.0,76.5,11872000.0
3135,Penthouse,3,3,3.0,1,4,1151,10,Fully Furnished,Yes,Delhi,East,Rohini,236679,1.3,0.6,1.9,1.7,1.0,12302,62.1,55.4,34706000.0
3136,Apartment,3,2,1.0,8,8,1110,2,Unfurnished,No,Pune,North,Hadapsar,339816,2.9,0.5,,2.2,16.9,6021,33.6,55.6,12538000.0
3137,Apartment,4,4,1.0,6,23,1468,2,Fully Furnished,Yes,Kolkata,Central,Behala,723289,8.0,0.5,2.5,7.5,32.6,22275,42.7,65.5,14727000.0
3138,Independent House,2,3,1.0,23,36,815,1,Semi Furnished,Yes,Kolkata,East,Behala,169615,3.1,0.1,0.4,16.8,33.4,25336,28.3,63.5,12579000.0
3139,Apartment,2,2,1.0,7,16,966,0,Semi Furnished,Yes,Chennai,South,Velachery,859527,4.8,2.5,3.2,2.9,21.6,5951,40.3,53.4,11160000.0
3140,Plot,4,5,3.0,6,7,1531,15,Fully Furnished,No,Mumbai,South,Worli,522628,1.8,0.3,3.4,2.3,31.3,19493,43.9,49.4,21191000.0
3141,Apartment,2,3,1.0,0,2,949,14,Fully Furnished,Yes,Bangalore,North,Koramangala,350122,2.2,1.9,,1.3,36.5,2914,53.2,53.2,10190000.0
3142,Apartment,2,2,2.0,23,31,801,20,Fully Furnished,Yes,Noida,North,Greater Noida,453437,6.4,2.8,13.4,5.1,19.4,5161,34.3,36.1,5782000.0
3143,Apartment,3,3,1.0,9,27,1215,23,Semi Furnished,Yes,Chennai,Central,Porur,263100,5.0,0.6,0.4,4.0,30.6,7912,43.8,53.9,10731000.0
3144,Plot,2,2,2.0,0,22,860,0,Fully Furnished,Yes,Chennai,North,Velachery,558870,0.7,0.2,10.2,7.1,29.8,7070,58.3,47.1,5899000.0
3145,Plot,2,3,1.0,2,7,858,14,Unfurnished,No,Delhi,East,Dwarka,119303,9.4,0.2,0.8,16.1,20.2,9502,16.2,60.9,8766000.0
3146,Villa,3,3,2.0,2,8,1160,0,Semi Furnished,No,Bangalore,North,HSR Layout,196804,1.3,2.9,9.2,1.4,10.4,4419,60.6,52.4,21428000.0
3147,Apartment,2,2,3.0,5,25,880,9,Semi Furnished,Yes,Jaipur,Central,Jagatpura,435586,1.3,4.1,2.2,10.9,35.0,8256,62.7,57.6,5234000.0
3148,Apartment,3,2,1.0,3,40,1112,6,Fully Furnished,Yes,Pune,West,Hinjewadi,872583,2.7,2.1,4.0,6.6,18.5,4135,36.2,,10455000.0
3149,Penthouse,3,3,3.0,0,6,1204,1,Unfurnished,Yes,Ahmedabad,West,SG Highway,162102,0.1,0.4,4.0,5.0,18.5,6648,43.3,68.2,15571000.0
3150,Villa,4,4,1.0,2,38,1409,0,Semi Furnished,No,Hyderabad,North,HITEC City,984520,5.9,0.1,1.8,5.1,36.4,2370,14.3,52.2,29409000.0
3151,Independent House,4,4,3.0,24,38,1247,9,Semi Furnished,No,Pune,East,Viman Nagar,788692,10.5,2.8,4.7,4.2,35.9,6059,64.4,44.4,15417000.0
3152,Apartment,2,1,1.0,30,36,981,8,Semi Furnished,Yes,Delhi,North,Lajpat Nagar,331702,4.4,0.3,1.1,4.7,21.8,11002,58.9,39.4,17899000.0
3153,Apartment,4,4,3.0,16,22,1495,1,Unfurnished,Yes,Kolkata,South,Behala,262755,1.3,0.5,21.1,2.5,16.2,25251,24.4,49.6,13096000.0
3154,Apartment,4,4,1.0,16,19,1448,8,Unfurnished,No,Bangalore,North,Indiranagar,729325,1.5,5.7,1.3,8.4,42.6,5896,18.6,32.7,20110000.0
3155,Independent House,3,3,2.0,2,3,1202,16,Semi Furnished,Yes,Hyderabad,Central,HITEC City,260576,3.2,0.1,7.4,12.6,31.1,2955,56.1,16.2,9722000.0
3156,Plot,5,5,3.0,0,3,1632,3,Unfurnished,Yes,Pune,South,Hinjewadi,694194,0.1,1.3,0.7,6.7,8.2,4423,35.1,44.3,12021000.0
3157,Apartment,2,1,3.0,6,8,804,9,Semi Furnished,No,Noida,Central,Sector 50,998479,0.4,1.0,9.0,9.3,16.8,6290,36.3,49.8,6675000.0
3158,Apartment,4,3,1.0,6,20,1414,6,Semi Furnished,Yes,Mumbai,Central,Worli,868844,3.6,0.2,28.7,5.6,33.1,19312,53.4,27.6,26920000.0
3159,Apartment,3,4,1.0,10,19,1273,1,Fully Furnished,Yes,Ahmedabad,South,Prahlad Nagar,834427,2.3,3.4,3.1,1.5,13.3,4710,65.2,52.0,9525000.0
3160,Apartment,2,2,2.0,14,14,921,4,Fully Furnished,No,Delhi,Central,Rohini,701865,0.2,1.9,7.8,6.3,32.6,12758,53.7,64.6,15177000.0
3161,Penthouse,3,3,2.0,4,30,1282,4,Semi Furnished,Yes,Hyderabad,North,Gachibowli,913658,1.6,1.6,0.3,1.0,32.2,4714,28.7,63.7,35730000.0
3162,Apartment,3,2,2.0,3,3,1286,0,Semi Furnished,Yes,Mumbai,West,Worli,623939,1.2,6.5,1.4,4.4,20.3,20507,27.6,69.6,37282000.0
3163,Independent House,2,2,2.0,33,34,897,12,Fully Furnished,No,Delhi,North,Lajpat Nagar,593672,4.9,0.3,5.0,4.2,29.3,12590,42.2,23.7,18760000.0
3164,Independent House,2,2,0.0,1,2,862,2,Semi Furnished,Yes,Hyderabad,North,Banjara Hills,129739,0.4,0.8,6.8,0.2,42.7,2353,61.1,77.1,12210000.0
3165,Independent House,3,3,2.0,4,37,1115,4,Semi Furnished,Yes,Mumbai,West,Andheri,492531,0.2,1.2,1.9,0.9,28.7,20051,50.3,71.9,38735000.0
3166,Penthouse,3,3,2.0,4,30,1139,3,Semi Furnished,Yes,Hyderabad,Central,Jubilee Hills,724599,0.2,1.9,1.4,4.6,14.9,4530,48.7,65.9,28809000.0
3167,Villa,3,3,0.0,11,26,1072,1,Fully Furnished,No,Noida,North,Sector 137,475446,1.3,2.7,8.2,7.6,19.9,5015,52.6,59.8,17735000.0
3168,Plot,3,3,0.0,2,7,1194,10,Semi Furnished,No,Mumbai,East,Borivali,844439,7.7,0.6,4.1,30.0,24.4,19653,52.2,44.0,16425000.0
3169,Apartment,2,2,2.0,3,13,976,6,Fully Furnished,No,Ahmedabad,West,Bopal,700453,0.7,0.1,1.2,2.1,38.8,4701,29.7,63.5,8663000.0
3170,Villa,3,3,1.0,2,20,1001,2,Unfurnished,Yes,Bangalore,Central,Indiranagar,315769,1.2,0.1,0.2,2.9,25.9,5707,47.7,61.0,22212000.0
3171,Independent House,4,5,2.0,15,31,1542,0,Semi Furnished,No,Pune,West,Hinjewadi,516945,2.1,2.0,3.1,1.7,26.9,5835,71.9,46.6,22350000.0
3172,Apartment,4,4,3.0,8,9,1357,0,Semi Furnished,No,Delhi,Central,Rohini,147544,0.9,1.0,1.6,7.6,23.4,11329,25.3,42.2,23171000.0
3173,Independent House,3,2,1.0,13,34,1126,1,Fully Furnished,No,Mumbai,West,Powai,882675,6.6,0.4,4.8,0.5,29.9,21635,41.4,57.2,38711000.0
3174,Independent House,5,5,2.0,10,33,1674,1,Semi Furnished,Yes,Delhi,South,Saket,222202,0.6,2.0,1.7,1.3,22.1,11687,21.8,41.3,38272000.0
3175,Independent House,4,4,2.0,21,25,1332,8,Fully Furnished,No,Mumbai,West,Worli,493548,2.2,2.1,0.9,1.5,15.2,20216,62.3,40.0,48646000.0
3176,Apartment,2,1,1.0,9,28,852,4,Semi Furnished,Yes,Delhi,West,Dwarka,671221,1.8,2.9,2.5,0.4,27.1,12701,,48.3,15154000.0
3177,Villa,3,2,2.0,5,9,1083,3,Semi Furnished,Yes,Pune,East,Hadapsar,407246,0.1,1.0,1.6,3.3,32.3,5320,24.5,84.8,21936000.0
3178,Apartment,2,3,2.0,4,12,899,1,Unfurnished,Yes,Jaipur,West,C-Scheme,241304,2.1,0.5,13.2,3.1,35.1,4990,35.4,34.9,5015000.0
3179,Independent House,3,3,3.0,16,28,1103,14,Unfurnished,Yes,Ahmedabad,North,Bopal,573075,15.6,1.2,3.7,0.7,14.8,4427,52.3,75.8,9574000.0
3180,Apartment,4,4,2.0,0,3,1430,1,Unfurnished,No,Kolkata,Central,Behala,721068,10.2,0.1,2.2,7.0,33.2,24545,42.9,38.7,10277000.0
3181,Villa,2,2,2.0,16,20,794,5,Semi Furnished,Yes,Mumbai,East,Borivali,836835,5.0,0.9,2.6,4.3,29.1,21344,28.0,51.5,35383000.0
3182,Apartment,4,4,2.0,7,20,1435,7,Semi Furnished,Yes,Delhi,South,Pitampura,590734,0.3,0.5,9.7,8.4,12.0,9045,56.6,59.0,20487000.0
3183,Apartment,3,2,2.0,0,13,1059,4,Semi Furnished,Yes,Bangalore,East,Indiranagar,428100,8.4,1.9,5.4,18.3,17.2,6164,49.5,35.8,10891000.0
3184,Apartment,3,3,0.0,14,18,1230,19,Unfurnished,Yes,Delhi,North,Vasant Kunj,275395,8.5,2.0,,1.0,32.6,9782,61.2,79.7,14688000.0
3185,Apartment,1,1,1.0,28,38,715,13,Unfurnished,Yes,Hyderabad,Central,Banjara Hills,795247,1.9,1.1,0.9,1.3,27.8,1494,71.0,67.0,8741000.0
3186,Villa,2,3,1.0,1,36,728,9,Unfurnished,Yes,Chennai,East,Velachery,216378,2.4,0.4,0.9,3.2,31.0,6327,1.7,61.3,12505000.0
3187,Independent House,3,3,2.0,9,10,1217,7,Unfurnished,No,Bangalore,Central,Whitefield,940193,0.1,3.5,13.0,1.0,37.1,2887,8.2,27.1,16077000.0
3188,Apartment,4,4,0.0,34,39,1191,1,Semi Furnished,No,Bangalore,West,HSR Layout,712824,2.9,1.2,2.2,2.7,29.1,3479,32.0,69.9,25681000.0
3189,Apartment,4,4,2.0,19,23,1306,7,Fully Furnished,Yes,Ahmedabad,South,Prahlad Nagar,434259,2.5,1.1,7.7,11.1,30.8,5676,,57.2,10854000.0
3190,Apartment,3,3,0.0,1,4,1232,5,Semi Furnished,Yes,Ahmedabad,South,Maninagar,234617,0.2,0.6,6.0,6.8,4.2,8059,52.4,33.8,6777000.0
3191,Independent House,2,2,2.0,1,19,856,18,Unfurnished,Yes,Bangalore,East,Koramangala,759979,2.9,0.4,2.1,4.5,29.5,3141,21.9,59.1,11393000.0
3192,Apartment,2,2,2.0,10,16,1024,2,Fully Furnished,Yes,Jaipur,East,Jagatpura,701104,4.9,0.2,0.9,1.1,41.9,6583,91.3,29.7,6893000.0
3193,Apartment,4,4,2.0,37,39,1456,2,Fully Furnished,Yes,Noida,North,Sector 62,767993,4.5,0.6,3.0,15.6,29.8,5020,47.3,59.7,19540000.0
3194,Apartment,2,2,2.0,23,28,865,14,Fully Furnished,Yes,Bangalore,North,Indiranagar,447772,1.1,0.9,1.2,3.3,47.2,3696,9.6,49.5,13850000.0
3195,Apartment,3,3,3.0,26,32,1104,2,Semi Furnished,Yes,Bangalore,South,HSR Layout,203654,0.2,0.2,0.2,5.2,30.9,4761,42.5,78.1,21097000.0
3196,Apartment,3,2,3.0,27,28,1270,9,Semi Furnished,Yes,Hyderabad,Central,Banjara Hills,801649,0.3,2.9,10.8,1.3,16.9,2141,40.6,76.2,16897000.0
3197,Apartment,3,3,2.0,8,16,1111,3,Semi Furnished,No,Noida,East,Greater Noida,744571,0.2,1.8,2.1,4.2,20.4,5038,37.6,49.6,10387000.0
3198,Independent House,3,4,1.0,2,6,1001,2,Fully Furnished,No,Jaipur,East,Mansarovar,762328,9.2,1.1,4.7,13.1,16.5,8094,55.2,45.7,7940000.0
3199,Villa,5,5,1.0,12,19,1575,4,Unfurnished,Yes,Mumbai,West,Powai,650685,2.1,1.5,3.9,0.2,24.2,20234,65.7,68.5,57205000.0
3200,Apartment,4,4,1.0,1,15,1409,6,Semi Furnished,Yes,Bangalore,Central,Whitefield,465714,0.6,5.7,0.2,15.1,26.9,4112,22.2,88.6,24384000.0
3201,Villa,4,4,2.0,2,3,1337,0,Semi Furnished,No,Chennai,East,OMR,187736,2.9,2.4,4.2,4.2,36.5,5412,55.6,87.9,23219000.0
3202,Apartment,3,3,2.0,12,16,1341,3,Fully Furnished,No,Hyderabad,East,Jubilee Hills,689669,0.4,1.9,5.0,7.1,31.8,3799,44.2,39.3,14274000.0
3203,Penthouse,2,2,2.0,16,23,848,3,Unfurnished,Yes,Delhi,Central,Rohini,675390,0.1,2.8,0.3,9.1,29.3,9635,37.2,59.2,32603000.0
3204,Apartment,5,5,1.0,22,23,1600,6,Fully Furnished,No,Jaipur,East,Vaishali Nagar,192600,1.4,0.1,1.2,3.5,39.0,6598,30.5,73.7,14547000.0
3205,Independent House,2,2,1.0,16,40,821,17,Unfurnished,Yes,Pune,Central,Wakad,412770,6.1,1.5,8.8,0.8,31.4,4632,45.0,76.7,8993000.0
3206,Independent House,3,3,2.0,8,16,1220,13,Semi Furnished,Yes,Ahmedabad,North,Bopal,573104,2.1,0.4,5.1,1.7,19.6,4669,60.3,58.9,8901000.0
3207,Apartment,2,1,1.0,1,13,877,7,Unfurnished,Yes,Jaipur,Central,Malviya Nagar,785446,1.8,1.7,12.8,6.2,20.7,7821,37.1,41.7,4523000.0
3208,Plot,3,3,1.0,6,25,1215,4,Semi Furnished,Yes,Kolkata,West,New Town,595272,0.7,2.7,2.9,4.3,51.2,24668,54.9,70.0,7401000.0
3209,Apartment,2,2,1.0,20,28,992,0,Semi Furnished,Yes,Bangalore,South,Whitefield,186399,6.6,1.0,0.4,0.1,3.9,5415,43.4,79.7,19173000.0
3210,Villa,4,4,2.0,2,3,1429,5,Semi Furnished,Yes,Pune,Central,Baner,425368,1.3,0.5,2.0,3.9,20.8,4748,32.0,59.6,24721000.0
